pubkey,TotalRewards,communitypropcreatorpassed,depositedvotes,alltimerewards,base_elgible_level,is_elgible,totalproposalparticipation,VotingReward,CallRewards,RaffleReward,CreationRewardCapped,totalproposalscreated,councildepositedvotes,unstakedvotes,firstparticipationdate,lastparticipationdate,totalvotes,totalvotesfor,totalvotesagainst,totalcouncilvotes,totalproposalsfor,totalproposalsagainst,totalcouncilproposalscreated,councilpropcreatorpassed,totalcouncilvotesfor,totalcouncilvotesagainst,rewards
Ev7kp4NfhVjvUqKMwhKCcvXRb2t828gDaSqWsD2gtPzT,0,0,5,77550,54285,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GadrUMEEnK8sw2HvpdbgHNt2ZZxh3GVmWUxYSndTWgkP,0,0,0,1170,819,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
G2rqmZe26tQ4S5UZM8eTsaTcAaGy8BUDhS9Lr3p1G1VD,0,0,0,865,605.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8tZDggyhG8ai22mKtpThytmKD1NRYCDh5ixyju61kKLo,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Ah2mrovD2N95yt3YZWQLdG6pNcJ71JU9vYwKpXTv7Hd1,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BQC45PGH9ND7hhNYpdnn56E7drE1s79GTUm7PvM38DRd,0,0,0,1830,1281,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2f6V9y7ZfRGDb5m6Zpp95eVGQ3F25ajTbar1Um1E48Ui,0,0,0,1000,700,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9fJ78F1Jj2qGnQ2TACnH96Ddut8emW3xy777XVrYdmUB,0,0,30732,8700,6090,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C7MUK5DsePeb5Ud4HicydsrtygZ1F8s8zsKXkwDqhq5X,0,0,23655,28530,19971,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2v8Y2TgoU1soWiDv4u1PtTc6kCaM4rnZFQfVa9DoBn59,0,0,0,8990,6293,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8oDBAVjZDbirZJNYotu8fpAUyK3SKGWk9NgrxCuy7Nib,0,0,26001,7465,5225.5,TRUE,0,,,,,0,0,13252,null,null,0,0,0,0,0,0,0,0,0,0,0
DqykcUBXZS3pUWTNiev5CmQXgJaV4EsV3Z61ybL6du7G,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CvJ4NrY4dgB9dUchcckQh8vf4VejWPuGyYY49xNSk48U,0,0,7246,875,612.5,TRUE,0,,,,,0,0,465,null,null,0,0,0,0,0,0,0,0,0,0,0
4asFzYiSygQZH4xQLnyWxV9LRYG3Bsjtda5RyVQuqiWH,0,0,328,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
JD4FNyoSa2rALxALvpbHnfGYB7KDqcdNMgTpF1Tw9f9u,0,0,0,8265,5785.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GFefRR6EASXvnphnJApp2PRH1wF1B5pJijKBZGFzq1x1,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AGAVova9eshPKo2PGaGEah4n8M9A3ZazFpLpyRUo4LVr,0,0,23999,1674,1171.8,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
bdqizXTwNTeQQ642SdBTnT1NnwbpxywShjeGiV3dJVo,0,0,761,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6uy4T7KzfpgqRcM5SHAYiqo1CxgVWKTJWUWbDaYn7TCc,0,0,273819,28984,20288.8,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HpA5UXUih1XL3KY2Hbq7Aay2xu8ZJZYMZiQCdhkXGRMB,0,0,0,1105,773.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2gb16gTyzzPtJ2EKi7AZSd9Dsxc191ieFKbJ313BeDvs,0,0,0,5305,3713.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DnwJm4GC53YYddKuHmNeeVhjNCQ1R69dMQPfGBYz3ALh,0,0,0,150,105,FALSE,0,,,,,0,0,245,null,null,0,0,0,0,0,0,0,0,0,0,0
6qStdW1ywDJtdDUmp1FagV6RZXUyVt4jfiWHfxw1kw66,0,0,0,1117.6,782.3,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EBWoWQ7R7Jb1E1JZXD5iVaPfNzxtdytykfegsQMeySCG,0,0,0,243,170.1,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
93Q3PW1bGtzsfLTqNoHgfrpVvEjunha9pcRGPZZf9phX,0,0,0,21529,15070.3,FALSE,0,,,,,0,0,691307,null,null,0,0,0,0,0,0,0,0,0,0,0
39uzgTY1HVGwHVb8hdYEkCwedu8BFxPXg1MQJa58rxcF,0,0,34504,11237,7865.9,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8BbywAM9drrAekaXhJ2AGoDMwQsvQjLhBFPNzxG3hqKQ,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2Wizu6M1XhJvGhw4kpZL8QLQqu295rNFAKEss1DcPofa,0,0,1958,515,360.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3ZJHTMc1QvSDawG9ZWHEVWPn7dzw3s3cUbUqFX6KH6Z2,0,0,0,0,0,TRUE,0,,,,,0,0,1,null,null,0,0,0,0,0,0,0,0,0,0,0
7xUGbu5qU878pjzMMBoWxijpHhANDReyLbPDH4L5DWzF,0,0,0,9887.312501,6921.118751,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GgvJGJDSJxyi1vbb8aGeZJzK1j3gRhHDsrEWGEdkjaPE,0,0,24068,5162,3613.4,TRUE,0,,,,,0,0,5155,null,null,0,0,0,0,0,0,0,0,0,0,0
2BbPeiBkdaMkF5c1qNttKDraXowVVND3Tm9t7gLg5Xbs,0,0,0,4570,3199,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Fxy5kBVgQfSyeCp8EkvuhjJumLe13cq87bTbYmjtwz7k,0,0,0,0,0,TRUE,0,,,,,0,0,6482,null,null,0,0,0,0,0,0,0,0,0,0,0
5v3srropNPW8gaSR7jH2G6D7BATn3xvCsFXxca7FdWSM,0,0,0,1518,1062.6,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4ZjYSCH3Sib9iMSM3QN2sL2kwxNcXG2P4XCemSC2hsyb,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9RPncnrWF16ogtFxYiCeLTdYYK1NzE6VFEf2LQgbhAFh,0,0,0,570,399,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8kj54eAztQ3UzYLdCDGCUjz36KNwJbzKWEj51u8Jfj5w,0,0,9922,3348,2343.6,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
66pEvUxvYYMDHAmhPo6UpwRf5TnW8PnrVcMtVadB7rbj,0,0,107500,21695,15186.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3WfYsoZ2Gmvq1bReZxdpoGFe5ALF8cuRdzWFvnYw5CKA,0,0,8974,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9WFZNffyVg6GGtqTrs1tXzXCFkN2fA8CVQsGfGeyVMfJ,0,0,49188,22478,15734.6,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,5263
4V1ahWggQghQUhifW2ryoNoEa1jf3uS68Pxrydp4xnGX,0,0,24947,50894.240000000000,35625.968000000000,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,5263
8wNtk8VQjHAMiasjLd6vtXjXEGgDALkc1c3RL2Z3wYbp,0,0,0,170,119,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9apnHjEQ8enLaPLxP7z9VQTphWE4nWqZcyHJYocQMpSE,0,0,174,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3hsRgJN7Aiczm6KCwXhxbCyALpawJQdaxUgJx6DYu74Y,0,0,0,1600,1120,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
79jctetXSd1BaGRMVu38axBV58yMdb7XPADRcVUNoEVw,0,0,637704,18352,12846.4,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Dp9zaK7ZTBkEnT5T84HDPwtQehGPgnndJKDmBQvrjm3E,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DqHiYPrcf6G794bxNXSTKLUqbdxZLEVTDdzYZsuvBHhA,0,0,0,1010,707,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
49Y6pzmP7ADAHbUuU7SZwjMn2GAvRxtNkUDncaEDkVP9,0,0,0,0,0,TRUE,0,,,,,0,0,28105,null,null,0,0,0,0,0,0,0,0,0,0,0
HKYT5tK9DWj2icRcQdHJ475UdhVy17RPpX7UkYFsTNxx,0,0,0,3305,2313.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6X7bH994VjJabevT3LX67rxA9oUEcE3f5nrx1pn3yPbx,0,0,0,245,171.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
L6oTBZ49iLtt6pib8RpozoZb1V37dRtdbh1NZYaqF81,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9gZkQ5CVC6siPgkpDcaqUP6FVxixD77RyuQZYVF5yEMf,0,0,0,2005,1403.5,FALSE,0,,,,,0,0,12,null,null,0,0,0,0,0,0,0,0,0,0,0
Bqr2Xd5EyJVoLjxniCbujekNkT37izbJ5upkVTkbVqz6,0,0,0,5805,4063.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
yq9utKpjdZdwkEbEacSaMQpzi178DS5yEyJZbci1ZXy,0,0,27023,7655,5358.5,TRUE,0,,,,,0,0,5755,null,null,0,0,0,0,0,0,0,0,0,0,0
88Ph8YFXQBKuNdK6LMsANFnwvDGj77ExAsNyZ2BFwc84,0,0,63,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6vuvZh3RXY5dwBVhzgjhoErM1PSupQHnG55CLrpzuNZk,0,0,0,1425,997.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
A3LsTeRJo5XtuwEzY4fV4LG5ks6vgSXJMMXSEK2pXpTa,0,0,0,1135,794.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
B9EitFVjCWQu8LPVwHvysysysawEwzPLERsYhnzcRTcr,0,0,0,4255,2978.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5J85nBHFKqLBFhtDzZWDL5kVes2sp8mVZSUhVmaXiEmS,0,0,0,4405,3083.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7N6Vqen7PvFwZY9WwDPJ7SJNxZbSnjT3nwai32eYPUg4,0,0,6361,2835,1984.5,TRUE,0,,,,,0,0,1465,null,null,0,0,0,0,0,0,0,0,0,0,0
ENcB4qF8wfSaZvA9x7fD6JdtHRoXhHmhKDBAgW94dMAy,0,0,27967,16810,11767,TRUE,0,,,,,0,0,11735,null,null,0,0,0,0,0,0,0,0,0,0,0
6FgmjH6wjvdWEHbYBL9YXhKwKXzqrGyAtaHRidbGw132,0,0,5,0,0,TRUE,0,,,,,0,0,4,null,null,0,0,0,0,0,0,0,0,0,0,0
3CmdAVwb6z8f7vNyxPPzCeUvAekvz3w2gVygm9tFkQwo,0,0,0,5060,3542,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5xagYvsPyGB8Fda5omUirEaun4p9H9ZTz8qhWAhiQYkQ,0,0,0,28895,20226.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BpAGDoYVaukNihrAYHpNcopR6q7aceK9EKgoFKKpPZfg,0,0,5834,5833,4083.1,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HLCjkBicUNh3f8o4ZLzTnmXqu4VDzwLbJKi78GvUqibZ,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4NruycWTZFvbaF9wjF9uRVb2wP5gqTZtUpiDZ2GyQDZv,0,0,1,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C6wM9NQ5qgAU9Jsu7x2BmNPb4y5yAineKb92DuCRWXUg,0,0,4699,270,189,TRUE,0,,,,,0,0,145,null,null,0,0,0,0,0,0,0,0,0,0,0
B2ifNQdP5FtRBpMtHMmHSeqAwK6rJgmQq8H6BTsKBqvb,0,0,1542,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
H6S9znd4mWtz3ug5wMt4yAzekKscbCfYkskCrc6y8uRr,0,0,10108,2405,1683.5,TRUE,0,,,,,0,0,2335,null,null,0,0,0,0,0,0,0,0,0,0,0
Ge48wUi7tgMannGC8QET9ajZuAMBgt5TMhAaec1awsbT,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
55WF5w8jYfogWo6zCjZspBXwt42stEnvxuHphQYydc1r,0,0,11682,3819,2673.3,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CEqfgDMgPxdcpmXurtW7bW2yj8mvAFKqMmRjn96g3YHn,0,0,0,2250,1575,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GVE4V7qp9Ym5y4kiEpZd6iTmGTzK1dCmkzmuZufoCt7s,0,0,0,5235,3664.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
79eU8KVV53emiMcvMhrBEDSLQkrzk2fjgvFGALjaU1AJ,0,0,45608,4035,2824.5,TRUE,0,,,,,0,0,7800,null,null,0,0,0,0,0,0,0,0,0,0,0
5d2iwr5JmhAPUeXGxUVKbfxJyqFAR4BDHJPx4ixhcYZ6,0,0,4822,1425,997.5,TRUE,0,,,,,0,0,3195,null,null,0,0,0,0,0,0,0,0,0,0,0
9Uch5bgtgYdVYhA2N725K5XuNipwKZmoWngeisMDA3zi,0,0,1245,1225,857.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4cJBgggPwmwDLXJBV6gK3wntLKNGGWyPaqH418bCLEYB,0,0,0,7484,5238.8,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FFwsHXsvAFpCQuMnFQZRRouKYEXg16V1uZqdVxKcfZar,0,0,0,9485,6639.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6Gi9hqHhccbkPpLtZVdgAbMcnZmHEALrhw29CBxGW6QD,0,0,0,2250,1575,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6KLqAzXmhJ6hg1YTDL9yDY57RRp8HrN5npx61fVGLAQM,0,0,0,720,504,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
68kSjSHoKy5sJ3yBKQStKk5vFtLYWaZN6qKEBjuj94Tv,0,0,760,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
66yTJKe6ywnijzS1hMmRzZhtvgHPPCBtWJkar8tHS2yR,0,0,0,4405,3083.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AQKdSSA8Y7Fr1n85WgdgZk7ntwZgTGSuyEyuQx2jxVQY,0,0,7394,1438,1006.6,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2fmz8SuNVyxEP6QwKQs6LNaT2ATszySPEJdhUDesxktc,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6zvBUCvytjoxGCHgbbjs7h88jksiQRVr61eShCs1CKw9,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
yTa8h1FawMMEB6Ps7ZVQkX49vmKhvpW4xqnz6dW4EqD,0,0,0,0,0,TRUE,0,,,,,0,0,72,null,null,0,0,0,0,0,0,0,0,0,0,0
2mqe8ScMrHTn2D3me7fBtAAwc7wGG5A3vpaJfqMgMs2z,0,0,0,15246,10672.2,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7k9Aim2PtrfVP4H648soRPYqjLznAV6HwSvunVBCW7PQ,0,0,33421,865,605.5,TRUE,0,,,,,0,0,865,null,null,0,0,0,0,0,0,0,0,0,0,0
2QV34PBFCeBfNFNVWQGFc181aLHxA7Gyf5MGZWvQW1Yo,0,0,5650,595,416.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2ti22hYpWr5kfGzs56vUUhXn1iKVxAqj7WqHub9FJ92V,0,0,27019,1010,707,TRUE,0,,,,,0,0,1875,null,null,0,0,0,0,0,0,0,0,0,0,0
CnZ51B1M41Xt3EJ2o7rvzCvj7wZjXKt2EC7Qhwqs6tb4,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
ArywN4Bn2agNMCiRtsqWi3BcxANXgjBuoWuUSt5XUco1,0,0,41870,8537,5975.9,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2RSDGRgjfamG3KSpVMX9NyZ6p3HNaYXGF2AWG8XmazkN,0,0,109,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CcNvtJa6odPnxUpAstTfY2qf2FxbSd5AKJGJvJsacf44,0,0,8060,1300,910,TRUE,0,,,,,0,0,24,null,null,0,0,0,0,0,0,0,0,0,0,0
5oG9HeVXu92fmKDuxSC4YvsQdjJv3Wq1yy2HLRrLjpr7,0,0,0,425,297.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
eMq8gqAwtHYPqkAJ4HkbdxUuhQSGDEoiepYQntC81Sm,0,0,0,104198.83437600000,72939.18406320000,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9xDdyQXVNxRDBdYwWypAunYEU6wNydzwgnyhkmM2rBgA,0,0,0,500,350,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3k3U4n2sgbUSfGBqFuAv6tpyN9FgHbeHJqvqDTz2F4Ex,0,0,500,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4VzkhKd7RjubNNNbRr9dbaa9esCVaf4deT6Fb18ApgQy,0,0,1000,2355,1648.5,FALSE,0,,,,,0,0,8865,null,null,0,0,0,0,0,0,0,0,0,0,0
GrapevviL94JZRiZwn2LjpWtmDacXU8QhAJvzpUMMFdL,0,0,0,0,0,TRUE,0,,,,,0,0,1,null,null,0,0,0,0,0,0,0,0,0,0,0
UNF8pohtGLTof2iAH5zE9PsoFiAMnoFbgF3V3s9UwRy,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EgwQVmHDVcusQv8NepYQZhk5ph7cffB2CALXabmAkTYY,0,0,3758,1250,875,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C8hp7p1YTH4hhVeamPLqGVRSzC1ejdvAwKBcv89qPfiQ,0,0,0,17534,12273.8,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8NdcaYUC1X5CP7FMDip78uqtqmCt8GcZdCzLRTYTihmb,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C6FoYczjiHJQRTUKGRLwnmDnDuQ8BR54XrcXGPhamxL2,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
86EoiTHti5Q9ow4yaojSzUaWafmXh58joWgkjx1FsxRJ,0,0,25326,12076,8453.2,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,5263
3U1kmVZknXX1Y6x6Yk4Mii3a5EL6iUbbw5x32M1z3P5q,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6ESNX8wz9VyZepseACzDEYxXMKfYn5Z3bCdDhtNSNhmk,0,0,0,8405,5883.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7nBXnGsopKLFBDnXVJCwqHfcbbsj3VFMo7GaDpdJb6xH,0,0,0,1670,1169,FALSE,0,,,,,0,0,341,null,null,0,0,0,0,0,0,0,0,0,0,0
A6bDBr5Latt5doB7XtmGmJYGGSwpw3TG14jjCJe81mri,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EGMTUd1CeWQibDC5ya88dM1qAh2c8bZeRPqerLyEDLqB,0,0,0,6260,4382,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
G4dBM91SDhXpPJm3ZY5jEJQfoXAaYLQpZgTwqS4BQfzV,0,0,0,11334,7933.8,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7DVaRtQf83aBtLLWY5W9v6FWAtTvs83472ddP5eN9Zx,0,0,0,0,0,TRUE,0,,,,,0,0,181,null,null,0,0,0,0,0,0,0,0,0,0,0
6g6m7HFKNksEexTPMXfhgdbpUyM3pJPWPyPdco6CeM65,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4nPPUQ8vuefz8MpkAghGojiUAKWxkvK7NGF9jZuTJCcP,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5jQ8Hc8Z25jUz3mabbJfRQ6pB57AQ6FZwwz222E832ma,0,0,2000000,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3sB4AiJ2cX3Kaznj34cdTSSMyhyfcD38YNiQnxP5YiNt,0,0,0,115,80.5,FALSE,0,,,,,0,0,115,null,null,0,0,0,0,0,0,0,0,0,0,0
A5KZtjKcDkDibwNKQ9zhG1LPvuL6iXr2VR8UvEyM7dEL,0,0,0,100,70,FALSE,0,,,,,0,0,3,null,null,0,0,0,0,0,0,0,0,0,0,0
94DwKZLkXsxqbJ8GVRPQYLVWSEf4N2EtjeGGhD7dDcF2,0,0,1475,50,35,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
26gQiDrDHBj6VmcLMUnUCHe9UDXzJTwt56gemRJuRdUY,0,0,0,29855,20898.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9W8hs6w4wGdeyAdBjjzmQSbP7rzGtYHyiSS3EHymMGrh,0,0,24805,4405,3083.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AvANpdC6abaGpQMDW3xbB4tNbJ9VVWR5bSj66CX6gCpG,0,0,0,165,115.5,FALSE,0,,,,,0,0,1348,null,null,0,0,0,0,0,0,0,0,0,0,0
5jZamLP1eGigWQ7WDAKJuPAADkW63Ga8mQxs4h1sh9pJ,0,0,1,6330,4431,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
H5rKvWtEEezASi3swrRJhBWLCJvFKTQHLjYbQUKQutkn,0,0,500,4264.109999,2984.876999,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FDTM5kL2s239UeVewNAG7KBF5C4rLmsouCnKQK9teTvk,0,0,18961,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FqCuvUxscijq2bGhzPe4ESNLMJZPGJg94UdiS5aZEiw7,0,0,80,0,0,TRUE,0,,,,,0,0,7,null,null,0,0,0,0,0,0,0,0,0,0,0
6n6W3cAbcMGaEkCExWEMj6Nzw3rWfGo16W29Q2pyMdMm,0,0,34772,7272,5090.4,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EGF6rhmn3psHzTRpM7tPCkDGrN1Dw4EKP99SZZkQRBTW,0,0,1616,215,150.5,TRUE,0,,,,,0,0,195,null,null,0,0,0,0,0,0,0,0,0,0,0
8mdWvYHTwRdFL1af5RzzoFmp7Z3tXqRXFZrSY5GJXC3Z,0,0,152536,7382,5167.4,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HhpYE43QunGxikFoHG52CQyDLCiLCgFW7pcKfqJR94bC,0,0,595,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2uNCuNwP1dnkWBbPLDsEATRvJaoEbXMaRRbA6Di37syG,0,0,0,28548.1875,19983.7313,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5Snfw22HseLRYi5TTgSMebb38u5RLK2vcSA9v4KywJVo,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
wwm872RcvN7XwNZBjXLSHfAYrFUATKgkV9v3BewHj5M,0,0,0,0,0,TRUE,0,,,,,0,0,15,null,null,0,0,0,0,0,0,0,0,0,0,0
7a5tBL41AQ4hUNKLkfaeqBRuwP2pP5F9rNLP5WGgVkiX,0,0,2,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3bkjQQwCb9E8gHrdeaF4HuAPoqqEaoEY1E2AoCHKBygq,0,0,24951,9320,6524,TRUE,0,,,,,0,0,26,null,null,0,0,0,0,0,0,0,0,0,0,0
ESZb6BDNqftFddcUAdWb9R1LN3B42d763MEd9KdCnsvf,0,0,1019,205,143.5,TRUE,0,,,,,0,0,3050,null,null,0,0,0,0,0,0,0,0,0,0,0
ABinaZhqZ4TfCGSXznFQNVkTTCNgNbgFw6GUgDTbHwke,0,0,0,196453,137517.1,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GTQx3jDouSoypv8FrmY4Goiv3PBZmxfxJZinz5AXkgzK,0,0,8564,4834,3383.8,TRUE,0,,,,,0,0,117685,null,null,0,0,0,0,0,0,0,0,0,0,0
